Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature,23
QUE.,OG Bobby Johnson,41,[],Beast Mode Hip-Hop,0.974,0.972,1,-3.879,1,0.212,0.0155,0.0,0.371,0.513,110.97,0M6lxIsNSGZGxVjnVw6LWW,spotify:track:0M6lxIsNSGZGxVjnVw6LWW,https://api.spotify.com/v1/tracks/0M6lxIsNSGZGxVjnVw6LWW,https://api.spotify.com/v1/audio-analysis/0M6lxIsNSGZGxVjnVw6LWW,196757,4,3
Drakeo the Ruler,Talk To Me,72,"['cali rap', 'vapor trap']",Westside Story,0.773,0.281,1,-9.781,1,0.11,0.24,0.0,0.112,0.465,102.019,3Kwdm0iLyEiRB8InsZoo6n,spotify:track:3Kwdm0iLyEiRB8InsZoo6n,https://api.spotify.com/v1/tracks/3Kwdm0iLyEiRB8InsZoo6n,https://api.spotify.com/v1/audio-analysis/3Kwdm0iLyEiRB8InsZoo6n,227706,4,3
Latto,The Biggest,14,"['pop', 'pop r&b', 'r&b', 'trap queen']",No Cap,0.55,0.589,1,-6.656,1,0.449,0.0999,0.0,0.714,0.265,96.237,2b3mMAnExnoWf9UM2VnTYt,spotify:track:2b3mMAnExnoWf9UM2VnTYt,https://api.spotify.com/v1/tracks/2b3mMAnExnoWf9UM2VnTYt,https://api.spotify.com/v1/audio-analysis/2b3mMAnExnoWf9UM2VnTYt,143333,5,3
DJ Mesh,אוליגרכיים בקייב (feat. פלד),17,['israeli hip hop'],This Is פלד,0.82,0.555,8,-6.251,1,0.348,0.394,0.0,0.102,0.715,105.543,45v8MVHPMrLOHpPYcAgpRO,spotify:track:45v8MVHPMrLOHpPYcAgpRO,https://api.spotify.com/v1/tracks/45v8MVHPMrLOHpPYcAgpRO,https://api.spotify.com/v1/audio-analysis/45v8MVHPMrLOHpPYcAgpRO,155302,4,3
Sally Sossa,Right My Wrongs (with Toosii),50,[],Street Soul,0.565,0.641,0,-5.566,0,0.354,0.0572,0.0,0.117,0.535,108.232,01FDOSlrH6WTUtC1QbHbWo,spotify:track:01FDOSlrH6WTUtC1QbHbWo,https://api.spotify.com/v1/tracks/01FDOSlrH6WTUtC1QbHbWo,https://api.spotify.com/v1/audio-analysis/01FDOSlrH6WTUtC1QbHbWo,164319,5,3
MC Lyte,Paper Thin,39,"['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'hip pop', 'new jack swing', 'old school hip hop', 'rap']",Door Knockers,0.873,0.751,10,-7.606,0,0.126,0.0766,0.00053,0.422,0.774,104.487,2ce2ift9TQGKmqB20F6od2,spotify:track:2ce2ift9TQGKmqB20F6od2,https://api.spotify.com/v1/tracks/2ce2ift9TQGKmqB20F6od2,https://api.spotify.com/v1/audio-analysis/2ce2ift9TQGKmqB20F6od2,314600,4,3
$NOT,Can You Help Me,60,"['florida rap', 'underground hip hop', 'vapor trap']",tear drop,0.673,0.477,10,-8.258,1,0.0705,0.538,0.339,0.135,0.509,179.934,72D79mMBu1fs0DbnUU7Ecq,spotify:track:72D79mMBu1fs0DbnUU7Ecq,https://api.spotify.com/v1/tracks/72D79mMBu1fs0DbnUU7Ecq,https://api.spotify.com/v1/audio-analysis/72D79mMBu1fs0DbnUU7Ecq,173000,4,3
Baby Keem,durag activity (with Travis Scott),80,"['hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap']",Westside Story,0.89,0.701,0,-5.712,0,0.342,0.00306,3.06e-06,0.0895,0.505,80.462,4JJcP0Rv9AgyPD6ZGaC8EE,spotify:track:4JJcP0Rv9AgyPD6ZGaC8EE,https://api.spotify.com/v1/tracks/4JJcP0Rv9AgyPD6ZGaC8EE,https://api.spotify.com/v1/audio-analysis/4JJcP0Rv9AgyPD6ZGaC8EE,225020,4,3
Stove God Cooks,Dope,53,"['boom bap', 'upstate ny rap']",Most Necessary,0.515,0.428,10,-11.498,0,0.494,0.154,0.0,0.18,0.137,166.502,1nuUKaNDwhK7TuuftHiES2,spotify:track:1nuUKaNDwhK7TuuftHiES2,https://api.spotify.com/v1/tracks/1nuUKaNDwhK7TuuftHiES2,https://api.spotify.com/v1/audio-analysis/1nuUKaNDwhK7TuuftHiES2,165322,4,3
Ying Yang Twins,Get Low,71,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip-Hop Drive,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,0r2Bul2NuCViraT2zX1l5j,spotify:track:0r2Bul2NuCViraT2zX1l5j,https://api.spotify.com/v1/tracks/0r2Bul2NuCViraT2zX1l5j,https://api.spotify.com/v1/audio-analysis/0r2Bul2NuCViraT2zX1l5j,334067,4,3
DaBaby,8 Figures (feat. Meek Mill),56,"['north carolina hip hop', 'rap']",Out The Mud,0.703,0.555,8,-8.199,1,0.382,0.0382,0.0,0.246,0.702,177.205,3y3lDeOb2c3FYCniav00EY,spotify:track:3y3lDeOb2c3FYCniav00EY,https://api.spotify.com/v1/tracks/3y3lDeOb2c3FYCniav00EY,https://api.spotify.com/v1/audio-analysis/3y3lDeOb2c3FYCniav00EY,178949,4,3
Metro Marrs,Oh Yea,47,[],Mellow Bars,0.664,0.561,8,-7.72,0,0.0506,0.145,0.0,0.143,0.489,146.207,2XLBwmbmoSrGP4bnCqdVWj,spotify:track:2XLBwmbmoSrGP4bnCqdVWj,https://api.spotify.com/v1/tracks/2XLBwmbmoSrGP4bnCqdVWj,https://api.spotify.com/v1/audio-analysis/2XLBwmbmoSrGP4bnCqdVWj,144800,4,3
Outkast,The Whole World (feat. Killer Mike),53,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop']",Hip-Hop Drive,0.814,0.852,2,-6.176,1,0.401,0.0958,1.32e-06,0.0288,0.717,184.682,074v54tSEWLbq3Hu5wf6uh,spotify:track:074v54tSEWLbq3Hu5wf6uh,https://api.spotify.com/v1/tracks/074v54tSEWLbq3Hu5wf6uh,https://api.spotify.com/v1/audio-analysis/074v54tSEWLbq3Hu5wf6uh,295347,3,3
A1 x J1,Latest Trends (feat. Aitch) - Remix,74,[],Who We Be,0.654,0.491,10,-11.715,0,0.252,0.0809,0.0,0.369,0.807,142.037,7htmRcPbmrY9oenatxz9UL,spotify:track:7htmRcPbmrY9oenatxz9UL,https://api.spotify.com/v1/tracks/7htmRcPbmrY9oenatxz9UL,https://api.spotify.com/v1/audio-analysis/7htmRcPbmrY9oenatxz9UL,158000,4,3
PS Hitsquad,Big Steppa,53,['uk drill'],Rap UK,0.803,0.893,1,-4.438,1,0.363,0.443,0.0,0.0757,0.781,150.022,21NlvFjATFdOhPWUdGy1DS,spotify:track:21NlvFjATFdOhPWUdGy1DS,https://api.spotify.com/v1/tracks/21NlvFjATFdOhPWUdGy1DS,https://api.spotify.com/v1/audio-analysis/21NlvFjATFdOhPWUdGy1DS,184000,4,3
C.M.L.,Million Dolla Steppaz,2,"['cali rap', 'sacramento hip hop', 'west coast trap']",Most Necessary,0.64,0.83,11,-7.849,0,0.279,0.129,0.0,0.331,0.894,171.933,0MEacbodPipqMCqKDxEA0t,spotify:track:0MEacbodPipqMCqKDxEA0t,https://api.spotify.com/v1/tracks/0MEacbodPipqMCqKDxEA0t,https://api.spotify.com/v1/audio-analysis/0MEacbodPipqMCqKDxEA0t,212093,4,3
Busta Rhymes,Everything Remains Raw,50,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",Gold School,0.759,0.809,1,-7.886,0,0.293,0.0955,1.71e-06,0.35,0.508,86.848,4M8SdMmrvx001Au6aZFchJ,spotify:track:4M8SdMmrvx001Au6aZFchJ,https://api.spotify.com/v1/tracks/4M8SdMmrvx001Au6aZFchJ,https://api.spotify.com/v1/audio-analysis/4M8SdMmrvx001Au6aZFchJ,220800,4,3
Mooski,"Track Star (feat. Chris Brown, A Boogie wit da Hoodie & Yung Bleu)",60,[],Signed XOXO,0.551,0.438,7,-10.297,0,0.187,0.243,0.0,0.0972,0.248,130.814,53sTK6KBrvsuqKT9qNpS5d,spotify:track:53sTK6KBrvsuqKT9qNpS5d,https://api.spotify.com/v1/tracks/53sTK6KBrvsuqKT9qNpS5d,https://api.spotify.com/v1/audio-analysis/53sTK6KBrvsuqKT9qNpS5d,221054,5,3
The Roots,You Got Me,66,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'indie r&b', 'neo soul', 'philly rap', 'political hip hop', 'southern hip hop']",I Love My '90s Hip-Hop,0.729,0.442,11,-8.106,0,0.285,0.151,0.0,0.189,0.757,81.029,4pdLZsxq0y5oJDb6Cxlokw,spotify:track:4pdLZsxq0y5oJDb6Cxlokw,https://api.spotify.com/v1/tracks/4pdLZsxq0y5oJDb6Cxlokw,https://api.spotify.com/v1/audio-analysis/4pdLZsxq0y5oJDb6Cxlokw,259307,4,3
The Sequence,Funk You Up - 12'' Version,24,[],I Love My '80s Hip-Hop,0.921,0.768,0,-5.735,1,0.311,0.507,0.000738,0.053,0.775,103.713,4c4CGU8qpVmIqn6HkETZBt,spotify:track:4c4CGU8qpVmIqn6HkETZBt,https://api.spotify.com/v1/tracks/4c4CGU8qpVmIqn6HkETZBt,https://api.spotify.com/v1/audio-analysis/4c4CGU8qpVmIqn6HkETZBt,652320,4,3
Dorothy Washington,Phillis Wheatley (1753-1784),4,[],Black History Salute,0.692,0.0832,0,-19.947,1,0.872,0.817,0.0,0.219,0.385,102.742,51czTvGzSRzOiX3AL8aMN3,spotify:track:51czTvGzSRzOiX3AL8aMN3,https://api.spotify.com/v1/tracks/51czTvGzSRzOiX3AL8aMN3,https://api.spotify.com/v1/audio-analysis/51czTvGzSRzOiX3AL8aMN3,68413,4,3
Miss Lafamilia,Lil Bitch,44,['birmingham hip hop'],Rap UK,0.727,0.632,0,-5.399,1,0.223,0.0966,0.0,0.0913,0.193,144.22,1oTSQI2zsIiRU1TY0xfTcc,spotify:track:1oTSQI2zsIiRU1TY0xfTcc,https://api.spotify.com/v1/tracks/1oTSQI2zsIiRU1TY0xfTcc,https://api.spotify.com/v1/audio-analysis/1oTSQI2zsIiRU1TY0xfTcc,153484,4,3
Bellah,Evil Eye - A COLORS SHOW,55,"['chill r&b', 'indie r&b']",Who We Be,0.595,0.511,1,-8.409,0,0.197,0.613,0.00193,0.432,0.784,103.748,0X4OaqRlKPYdIFL2LZECHv,spotify:track:0X4OaqRlKPYdIFL2LZECHv,https://api.spotify.com/v1/tracks/0X4OaqRlKPYdIFL2LZECHv,https://api.spotify.com/v1/audio-analysis/0X4OaqRlKPYdIFL2LZECHv,175195,4,3
Travis Porter,Stretch,51,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'pop rap', 'rap', 'southern hip hop', 'trap']",Workout Twerkout,0.928,0.631,1,-6.191,1,0.363,0.00943,0.0,0.085,0.439,94.035,5wJvBPYay5WyQ2bgyugELD,spotify:track:5wJvBPYay5WyQ2bgyugELD,https://api.spotify.com/v1/tracks/5wJvBPYay5WyQ2bgyugELD,https://api.spotify.com/v1/audio-analysis/5wJvBPYay5WyQ2bgyugELD,142987,4,3
Flatbush Zombies,Afterlife,60,"['escape room', 'hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']",Mellow Bars,0.736,0.535,1,-8.564,1,0.0924,0.31,1.13e-06,0.107,0.376,110.014,42dLRNmTqdwPZIiG0NRBWH,spotify:track:42dLRNmTqdwPZIiG0NRBWH,https://api.spotify.com/v1/tracks/42dLRNmTqdwPZIiG0NRBWH,https://api.spotify.com/v1/audio-analysis/42dLRNmTqdwPZIiG0NRBWH,194747,4,3
Rita Dove,Parsley,12,['poetry'],Black History Salute,0.732,0.15,4,-17.737,1,0.92,0.445,0.0,0.371,0.256,70.341,2Sxo09VIgJDYNrytLGkkSJ,spotify:track:2Sxo09VIgJDYNrytLGkkSJ,https://api.spotify.com/v1/tracks/2Sxo09VIgJDYNrytLGkkSJ,https://api.spotify.com/v1/audio-analysis/2Sxo09VIgJDYNrytLGkkSJ,254267,4,3
Pras,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),68,['new jersey rap'],Gold School,0.818,0.653,1,-8.396,1,0.204,0.0335,5.46e-06,0.22,0.533,99.931,31bf9SEOppLU6lQ85d8om6,spotify:track:31bf9SEOppLU6lQ85d8om6,https://api.spotify.com/v1/tracks/31bf9SEOppLU6lQ85d8om6,https://api.spotify.com/v1/audio-analysis/31bf9SEOppLU6lQ85d8om6,261133,4,3
Tuna,קלאנג,34,"['israeli hip hop', 'israeli pop']",טראפ ישראלי,0.748,0.582,5,-6.222,0,0.0595,0.0869,1.03e-06,0.814,0.199,113.013,0FrF9Qz69ZYPHHUE5ezgec,spotify:track:0FrF9Qz69ZYPHHUE5ezgec,https://api.spotify.com/v1/tracks/0FrF9Qz69ZYPHHUE5ezgec,https://api.spotify.com/v1/audio-analysis/0FrF9Qz69ZYPHHUE5ezgec,258743,4,3
42 Dugg,Maybach (feat. Future),21,"['detroit trap', 'rap', 'southern hip hop', 'trap']",RapCaviar,0.506,0.473,5,-9.79,1,0.331,0.0229,0.0,0.15,0.199,100.535,2Qt8qG9SWPdtRiaWcPNJRm,spotify:track:2Qt8qG9SWPdtRiaWcPNJRm,https://api.spotify.com/v1/tracks/2Qt8qG9SWPdtRiaWcPNJRm,https://api.spotify.com/v1/audio-analysis/2Qt8qG9SWPdtRiaWcPNJRm,199086,5,3
Dead Prez,Hip Hop,62,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']",I Love My '90s Hip-Hop,0.725,0.737,4,-7.453,1,0.324,0.000633,0.00417,0.109,0.219,77.162,2HoDr1yVksl19omOhc1zWy,spotify:track:2HoDr1yVksl19omOhc1zWy,https://api.spotify.com/v1/tracks/2HoDr1yVksl19omOhc1zWy,https://api.spotify.com/v1/audio-analysis/2HoDr1yVksl19omOhc1zWy,214067,4,3
Common,The Corner,49,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'neo soul', 'political hip hop', 'rap']",Hip-Hop Drive,0.729,0.82,10,-7.124,0,0.241,0.0191,0.000273,0.0927,0.471,156.412,31rk2z6XreitvUgfJURMil,spotify:track:31rk2z6XreitvUgfJURMil,https://api.spotify.com/v1/tracks/31rk2z6XreitvUgfJURMil,https://api.spotify.com/v1/audio-analysis/31rk2z6XreitvUgfJURMil,225333,4,3
Pastor Troy,Vica Versa,52,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",I Love My Down South Classics,0.801,0.68,1,-2.362,1,0.0309,0.00364,0.0,0.0783,0.204,142.1,6KoK723c5pmYKiHvH69JDr,spotify:track:6KoK723c5pmYKiHvH69JDr,https://api.spotify.com/v1/tracks/6KoK723c5pmYKiHvH69JDr,https://api.spotify.com/v1/audio-analysis/6KoK723c5pmYKiHvH69JDr,263440,4,3
Jammz,The World,14,"['grime', 'instrumental grime']",Grime Instrumentals,0.856,0.336,1,-10.061,0,0.0777,0.0403,0.0857,0.116,0.249,143.002,2eS7h6gf9dsMjJjHQrU5EL,spotify:track:2eS7h6gf9dsMjJjHQrU5EL,https://api.spotify.com/v1/tracks/2eS7h6gf9dsMjJjHQrU5EL,https://api.spotify.com/v1/audio-analysis/2eS7h6gf9dsMjJjHQrU5EL,229700,4,3
Migos,Straightenin,79,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Beast Mode Hip-Hop,0.847,0.629,9,-5.81,1,0.102,0.0318,0.0,0.152,0.109,135.976,3X2r2CnHOJeV5YekPTgBnK,spotify:track:3X2r2CnHOJeV5YekPTgBnK,https://api.spotify.com/v1/tracks/3X2r2CnHOJeV5YekPTgBnK,https://api.spotify.com/v1/audio-analysis/3X2r2CnHOJeV5YekPTgBnK,255532,4,3
Yung Baby Tate,Eenie Meenie,66,"['escape room', 'trap queen']",Get Turnt,0.884,0.639,1,-6.832,0,0.246,0.111,1.66e-06,0.608,0.625,100.049,7cZVHLMtivlPLHQgqQCGxZ,spotify:track:7cZVHLMtivlPLHQgqQCGxZ,https://api.spotify.com/v1/tracks/7cZVHLMtivlPLHQgqQCGxZ,https://api.spotify.com/v1/audio-analysis/7cZVHLMtivlPLHQgqQCGxZ,142176,4,3
Peled,אלפים,41,"['israeli hip hop', 'israeli trap']",This Is פלד,0.706,0.679,7,-5.392,0,0.0803,0.543,0.0,0.371,0.5,113.038,0UhX68nsc5Ig0l8hvJxlYo,spotify:track:0UhX68nsc5Ig0l8hvJxlYo,https://api.spotify.com/v1/tracks/0UhX68nsc5Ig0l8hvJxlYo,https://api.spotify.com/v1/audio-analysis/0UhX68nsc5Ig0l8hvJxlYo,195699,4,3
DMX,Party Up,1,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",Hip-Hop Drive,0.487,0.954,11,-1.584,1,0.326,0.0798,0.0,0.163,0.596,202.532,3Rsdp3PVX9FBGm3JTF8kg3,spotify:track:3Rsdp3PVX9FBGm3JTF8kg3,https://api.spotify.com/v1/tracks/3Rsdp3PVX9FBGm3JTF8kg3,https://api.spotify.com/v1/audio-analysis/3Rsdp3PVX9FBGm3JTF8kg3,272920,4,3
Sneakbo,Touch Ah Button,31,"['afroswing', 'grime', 'london rap', 'uk hip hop']",Homage,0.904,0.749,9,-6.679,1,0.296,0.325,0.0,0.0937,0.689,105.0,4lL3jxL0zjzWttp546TueC,spotify:track:4lL3jxL0zjzWttp546TueC,https://api.spotify.com/v1/tracks/4lL3jxL0zjzWttp546TueC,https://api.spotify.com/v1/audio-analysis/4lL3jxL0zjzWttp546TueC,310336,4,3
Dullah Beatz,Final Stage,12,['instrumental grime'],Grime Instrumentals,0.655,0.723,7,-5.017,1,0.0457,5.77e-05,0.913,0.125,0.591,139.933,0sHdW8VHWQzLYckTzTrKkp,spotify:track:0sHdW8VHWQzLYckTzTrKkp,https://api.spotify.com/v1/tracks/0sHdW8VHWQzLYckTzTrKkp,https://api.spotify.com/v1/audio-analysis/0sHdW8VHWQzLYckTzTrKkp,411895,4,3
SBK,Vexed Riddim,20,['instrumental grime'],Grime Instrumentals,0.837,0.768,4,-4.532,0,0.0502,0.303,0.74,0.119,0.668,140.073,4Xikz0VEPMrQwFRTyKdGK3,spotify:track:4Xikz0VEPMrQwFRTyKdGK3,https://api.spotify.com/v1/tracks/4Xikz0VEPMrQwFRTyKdGK3,https://api.spotify.com/v1/audio-analysis/4Xikz0VEPMrQwFRTyKdGK3,137143,4,3
Lil Baby,Real As It Gets (feat. EST Gee),80,"['atl hip hop', 'atl trap', 'rap', 'trap']",Beast Mode Hip-Hop,0.779,0.705,6,-5.891,0,0.163,0.00471,0.0,0.0971,0.196,140.005,7eX3um6NpOQKWJMGCi97XD,spotify:track:7eX3um6NpOQKWJMGCi97XD,https://api.spotify.com/v1/tracks/7eX3um6NpOQKWJMGCi97XD,https://api.spotify.com/v1/audio-analysis/7eX3um6NpOQKWJMGCi97XD,192804,4,3
Deante' Hitchcock,Déjà Vu (feat. Guapdad 4000),41,"['alternative r&b', 'atl hip hop', 'underground hip hop']",Mellow Bars,0.763,0.605,8,-6.199,1,0.255,0.174,1.49e-06,0.169,0.404,139.023,0vBPRzU1L76Pc0CJE7nVY6,spotify:track:0vBPRzU1L76Pc0CJE7nVY6,https://api.spotify.com/v1/tracks/0vBPRzU1L76Pc0CJE7nVY6,https://api.spotify.com/v1/audio-analysis/0vBPRzU1L76Pc0CJE7nVY6,228112,4,3
Dr. Dre,Forgot About Dre,76,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",I Love My '90s Hip-Hop,0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,7iXF2W9vKmDoGAhlHdpyIa,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,https://api.spotify.com/v1/tracks/7iXF2W9vKmDoGAhlHdpyIa,https://api.spotify.com/v1/audio-analysis/7iXF2W9vKmDoGAhlHdpyIa,222293,4,3
Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",78,"['pop rap', 'rap', 'trap']",RapCaviar,0.792,0.707,7,-5.218,0,0.0623,0.116,0.0,0.12,0.408,134.997,2IePEfMAtqWS6rLXXFZIgI,spotify:track:2IePEfMAtqWS6rLXXFZIgI,https://api.spotify.com/v1/tracks/2IePEfMAtqWS6rLXXFZIgI,https://api.spotify.com/v1/audio-analysis/2IePEfMAtqWS6rLXXFZIgI,224042,4,3
Princess Nokia,It's Not My Fault,65,"['escape room', 'lgbtq+ hip hop', 'trap queen']",Feelin' Myself,0.957,0.737,8,-3.829,1,0.0857,0.0743,0.000107,0.0639,0.874,132.987,3P27Dj2AqFIyy6ExlstOVi,spotify:track:3P27Dj2AqFIyy6ExlstOVi,https://api.spotify.com/v1/tracks/3P27Dj2AqFIyy6ExlstOVi,https://api.spotify.com/v1/audio-analysis/3P27Dj2AqFIyy6ExlstOVi,126440,4,3
Moneybagg Yo,Wockesha,75,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",Signed XOXO,0.582,0.537,0,-9.229,1,0.619,0.129,0.0,0.0749,0.771,82.103,0nqhKXDjsyBMvbeWmgijD0,spotify:track:0nqhKXDjsyBMvbeWmgijD0,https://api.spotify.com/v1/tracks/0nqhKXDjsyBMvbeWmgijD0,https://api.spotify.com/v1/audio-analysis/0nqhKXDjsyBMvbeWmgijD0,180930,4,3
Dragon Fli Empire,Record Store (feat. J-Live),38,"['alberta hip hop', 'ambeat', 'jazz rap']",Jazz Rap,0.829,0.74,11,-7.587,1,0.148,0.75,0.00161,0.0612,0.927,96.006,7zV3SOq5tMOP4z0SiSr6os,spotify:track:7zV3SOq5tMOP4z0SiSr6os,https://api.spotify.com/v1/tracks/7zV3SOq5tMOP4z0SiSr6os,https://api.spotify.com/v1/audio-analysis/7zV3SOq5tMOP4z0SiSr6os,247182,4,3
Pa Salieu,Informa (feat. M1llionz),56,"['afroswing', 'uk alternative hip hop', 'uk hip hop']",Rap UK,0.766,0.601,11,-8.633,0,0.372,0.288,0.0,0.131,0.559,144.883,7vzfjHm6m8olEhvQ3vAHqj,spotify:track:7vzfjHm6m8olEhvQ3vAHqj,https://api.spotify.com/v1/tracks/7vzfjHm6m8olEhvQ3vAHqj,https://api.spotify.com/v1/audio-analysis/7vzfjHm6m8olEhvQ3vAHqj,140360,4,3
True God,Money Mitch,28,[],Mellow Bars,0.464,0.68,7,-9.297,0,0.483,0.342,0.0,0.325,0.522,172.771,0dDABmuWQaeWL9VPhqUaXs,spotify:track:0dDABmuWQaeWL9VPhqUaXs,https://api.spotify.com/v1/tracks/0dDABmuWQaeWL9VPhqUaXs,https://api.spotify.com/v1/audio-analysis/0dDABmuWQaeWL9VPhqUaXs,234632,4,3
Ezra Collective,Chapter 7 (feat. Ty),49,"['british jazz', 'indie jazz', 'indie soul', 'uk contemporary jazz']",Jazz Rap,0.787,0.523,7,-8.628,0,0.0603,0.205,0.0492,0.115,0.803,105.041,04fnzAJxtQZFVbn8N3XrQm,spotify:track:04fnzAJxtQZFVbn8N3XrQm,https://api.spotify.com/v1/tracks/04fnzAJxtQZFVbn8N3XrQm,https://api.spotify.com/v1/audio-analysis/04fnzAJxtQZFVbn8N3XrQm,287321,4,3
Nyck Caution,Product Of My Environment (feat. Kota the Friend & Erick the Architect),57,"['indie hip hop', 'underground hip hop']",Mellow Bars,0.76,0.796,11,-4.036,0,0.327,0.384,0.0,0.0789,0.891,95.166,7GfVnArsPo6TNdushFRv02,spotify:track:7GfVnArsPo6TNdushFRv02,https://api.spotify.com/v1/tracks/7GfVnArsPo6TNdushFRv02,https://api.spotify.com/v1/audio-analysis/7GfVnArsPo6TNdushFRv02,187267,4,3
LightSkinKeisha,FDH,50,"['pop r&b', 'trap queen']",Women of Hip-Hop,0.928,0.682,7,-6.301,1,0.265,0.05,0.0,0.0872,0.769,140.094,7hRbS8uL6VXwTgSAg3BGSw,spotify:track:7hRbS8uL6VXwTgSAg3BGSw,https://api.spotify.com/v1/tracks/7hRbS8uL6VXwTgSAg3BGSw,https://api.spotify.com/v1/audio-analysis/7hRbS8uL6VXwTgSAg3BGSw,168093,4,3
Saweetie,Back Seat,64,"['cali rap', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",Feelin' Myself,0.847,0.699,7,-5.166,1,0.0631,0.167,0.0,0.107,0.525,105.006,21aTMDYavtB0mi9Bkc8UrQ,spotify:track:21aTMDYavtB0mi9Bkc8UrQ,https://api.spotify.com/v1/tracks/21aTMDYavtB0mi9Bkc8UrQ,https://api.spotify.com/v1/audio-analysis/21aTMDYavtB0mi9Bkc8UrQ,183666,4,3
Blxst,Chosen (feat. Ty Dolla $ign),76,[],Get Turnt,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,1dIWPXMX4kRHj6Dt2DStUQ,spotify:track:1dIWPXMX4kRHj6Dt2DStUQ,https://api.spotify.com/v1/tracks/1dIWPXMX4kRHj6Dt2DStUQ,https://api.spotify.com/v1/audio-analysis/1dIWPXMX4kRHj6Dt2DStUQ,161684,4,3
TOBi,Silhouette,43,"['canadian contemporary r&b', 'canadian hip hop']",Mellow Bars,0.79,0.461,6,-5.867,0,0.0833,0.539,0.0,0.172,0.511,90.016,6UHn3RCz0gFk8elCDzhLDZ,spotify:track:6UHn3RCz0gFk8elCDzhLDZ,https://api.spotify.com/v1/tracks/6UHn3RCz0gFk8elCDzhLDZ,https://api.spotify.com/v1/audio-analysis/6UHn3RCz0gFk8elCDzhLDZ,197381,4,3
Juice WRLD,Bad Boy (with Young Thug),80,"['chicago rap', 'melodic rap']",Get Turnt,0.697,0.674,1,-6.326,1,0.0533,0.00215,0.0,0.138,0.198,81.535,43CIWpJaJHRcI4mUSjqgc2,spotify:track:43CIWpJaJHRcI4mUSjqgc2,https://api.spotify.com/v1/tracks/43CIWpJaJHRcI4mUSjqgc2,https://api.spotify.com/v1/audio-analysis/43CIWpJaJHRcI4mUSjqgc2,157355,4,3
Lil Durk,Finesse Out The Gang Way (feat. Lil Baby),74,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap']",Out The Mud,0.738,0.885,1,-4.159,0,0.126,0.213,0.0,0.098,0.49,100.508,15bnyEOUVRkwWlxR4F7xzF,spotify:track:15bnyEOUVRkwWlxR4F7xzF,https://api.spotify.com/v1/tracks/15bnyEOUVRkwWlxR4F7xzF,https://api.spotify.com/v1/audio-analysis/15bnyEOUVRkwWlxR4F7xzF,186283,3,3
Splurgeboys,Like Who,44,"['grime', 'uk alternative hip hop']",Rap UK,0.802,0.699,5,-7.677,0,0.304,0.159,1.11e-06,0.122,0.348,124.173,2jTvZ3mMzJxZeyaO7y4tyx,spotify:track:2jTvZ3mMzJxZeyaO7y4tyx,https://api.spotify.com/v1/tracks/2jTvZ3mMzJxZeyaO7y4tyx,https://api.spotify.com/v1/audio-analysis/2jTvZ3mMzJxZeyaO7y4tyx,211412,4,3
